headline,incident_date,state,district,species,conflict_type,livestock_killed,human_injured,human_dead,summary,confidence,report_type,needs_review,source,url,date,village,article_body,body_status
45-Year-Old Woman Injured in Bear Attack in Rajouri - Kashmir Observer,2026-09-02,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,1.0,0.0,45-year-old woman injured in bear attack in Rajouri.,0.98,single_incident,,Kashmir Observer,https://news.google.com/rss/articles/CBMilgFBVV95cUxQaVBCelFsS2g5NEp0YWl6ZTdBbWRBUDM0REQ2YXRDZThFaF91S0Q4ckxDMjQycHBHLXQ4ZDVYdXU4eURTYzlSTWVYajNhUmZsNVVIT09RZEpYQXpGQ2FIaXhEdEhnNzNfdjJZSjJHd2tsNFF2ZEFwZXh5RjhJWUZiZFJrek5NcTVqc3FLLUNPRnhPeVp0ZGc?oc=5,,,"File Photo

Srinagar- A 45-year-old woman was injured after being attacked by a bear in Tarkasi village of the Peeri area in Rajouri district of Jammu and Kashmir on Wednesday.

ADVERTISEMENT

An official said that the woman was attacked by the wild animal in Tarkasi village, leaving her injured, reported news agency KNO.

He said she was immediately referred to Government Medical College (GMC), Rajouri, for further treatment. The woman was later identified as Nazira Begum (45), a resident of Tarkasi village.

Meanwhile, an investigation has been launched, while residents urged the Forest Department to take necessary measures to prevent such incidents.","success(newspaper3k, resolved_via_decode, 660 chars)"
3 Injured in Wild Bear Attack in Shopian - Kashmir Observer,2026-07-18,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,3.0,0.0,Three people injured in wild bear attack in Shopian.,0.98,single_incident,,Kashmir Observer,https://news.google.com/rss/articles/CBMihwFBVV95cUxNOGF6d0hoVm9HUXZNcF9UMFhybXhXNWdnNTY0V3JyUE5mdDU2ZzhFalVnQUExWWxDZGVyUzRNZEdZTXdwRDF3Z2V3dmlRSlQwZmQ0Q3VUWklwX1pONnhFUUV1d3RTRnB1VjJSUnhCQVZ5M2lJV050T29BT1JSaVJJenJWUm1USmM?oc=5,,,"Representational Photo

Srinagar- Three persons, including a woman, were injured after a wild bear attacked them in the Reshipora area of South Kashmir’s Shopian district on Saturday.

ADVERTISEMENT

Officials said that following the attack, one of the injured was shifted to District Hospital Kulgam, while the other two were taken to District Hospital Anantnag. The woman sustained minor injuries and is currently being treated at PHC Behibagh.

Officials said the condition of all the injured persons is stated to be stable.

The injured have been identified as Fayaz Ahmad Malla, Abdul Hamid Chopan and Dilshada, all residents of Reshipora Hermain.

Soon after the incident, teams from the Wildlife Department along with J&K Police rushed to the spot and launched an operation to tranquilize the animal and ensure public safety.

Jammu and Kashmir Police also made announcements, asking people to stay away from orchards till the area is cleared.

ADVERTISEMENT

However, due to darkness the operation has been put on hold and will resume in the morning, officials said. (GNS)","success(newspaper3k, resolved_via_decode, 1080 chars)"
Man Injured in Bear Attack in Central Kashmir - Kashmir Life,2026-07-26,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,1.0,0.0,Man injured in bear attack in Central Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMigwFBVV95cUxOX3RYV25objlFd0tJcklIVV9yX2RnNkMwVGQxOV9ESi1UdmZqNmctbWJ4WV9UejRPamNRQjlYQlZacUtYci1Wb2NIY2d4U3RSZkhNVzhrSkg1aWx4Tk1kX1BaS0dlUVdlMFpzN3lJbEZzSElMQnpYWXRzdWJ4MW9pTjdJaw?oc=5,,,"SRINAGAR: A man was injured after being attacked by a bear in the Zilsidara area of Brenwar in Chadoora area of central kashmir’s Budgam district, on Saturday evening, triggering concern among local residents over increasing movement of wild animals.

According to local residents, the man was returning home after offering the Isha prayer when the bear attacked him. People nearby rushed to the spot and rescued him from the animal.

The victim sustained injuries in the attack. However, his condition was not immediately known.

The incident has sparked fear among residents, who urged the Forest Department and the Department of Wildlife Protection to intensify monitoring of wild animal movement in the area and take immediate steps to prevent such incidents.

Residents called for appropriate measures to ensure the safety of people living in vulnerable areas prone to wildlife movement.","success(newspaper3k, resolved_via_decode, 892 chars)"
Three Critically Injured in Bear Attack in South Kashmir - Kashmir Life,2026-06-14,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,3.0,0.0,Three people critically injured in bear attack in South Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMikgFBVV95cUxQTFBYZlgyb0dKQXBvRldSNnh5QnRTVXFBQW9rdUcwRjh6QXBWaTVNOUx1WFB0dkI1N3hvM0RuNTl4Yk1FanJDVk1maktRQmRVSUZSV0Q1OHlsbF9OcS1CWU9BV3JzaGt3Y3pkVGRIOTlrazhKTmxLak5kZmhjSnFNVGZrckRqZ1IwallTNTFnRUtRUQ?oc=5,,,"SRINAGAR: Three persons sustained serious injuries after being attacked by a wild bear in the Duroo area of south Kashmir’s Anantnag district on Sunday, officials said.

According to local sources, the bear attacked two persons in the Shankerpora area of Duroo, while another individual was injured in a separate incident in Rain Shahbad, Verinag.

The injured were immediately shifted to a nearby medical facility for treatment. Their condition is reported to be serious but stable.

The incidents have triggered panic among residents, who have urged the Wildlife Department to take immediate measures to prevent further attacks and ensure the safety of the local population.

Meanwhile, wildlife officials have been informed, and efforts are underway to trace the bear and prevent it from straying into residential areas again.

Further details are awaited. (KNC)","success(newspaper3k, resolved_via_decode, 865 chars)"
Woman Hospitalised After Bear Attack in Ganderbal - Kashmir Life,2026-06-05,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,1.0,0.0,Woman hospitalised after bear attack in Ganderbal.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMFZEQ0diOEhoLVk5UmRwVGJxLXAzWnM0S1NLdzVyN0RXLVE5ZFJaOU9YOWZNa3VwRWUxbmRWNnIzb1AwZENZUF9SZ0V2QURGWEctZGM3ZWFmamVRQzJXTUFFSmpNNld2QUY3bUVmREtDdmR2RjVxemVQUEpMMUI1LXlwRWtMVGxW?oc=5,,,"SRINAGAR: A woman sustained injuries after being attacked by a bear in the Gutlibagh area of central Kashmir’s Ganderbal district on Friday morning, officials and sources said.

They said the woman was immediately shifted to District Hospital Ganderbal for treatment soon after the incident. Her condition was not immediately known.

The attack triggered panic among residents in the area, with locals expressing concern over increasing wildlife movement in habitations.

Police authorities and the Wildlife Department have been informed, and necessary steps have been sought to prevent further such incidents in the future, officials said.","success(newspaper3k, resolved_via_decode, 640 chars)"
Mother–Son Duo Hospitalised After Bear Attack in South Kashmir - Kashmir Life,2026-05-30,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,2.0,0.0,Mother and son hospitalised after bear attack in South Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMimgFBVV95cUxNa3o0UWlucGY4cnpRSHRrbDg0ejJ5aDAtUmZ5Q0V1SkpUWXNKTzIyZ05FRTVrVXdVU1hzZ0lZVWl6S2xHSzJSRG1SSmRtOFR4WE5PVG5SbThVYWR5MTJJR3hSUk5OdXRHMHZNQ1ZCam9GRlcxdER5R2RJZDNvZFM2Q1VqU1ZtY2tYQk56Zk5ZdVdISlVuNDB0czln?oc=5,,,"SRINAGAR: A mother and her son were seriously injured after being attacked by a bear in the Gujjar Basti Lammer area of Qazigund in South Kashmir’s Kulgam district on Saturday. The woman was later referred to Government Medical College (GMC) Anantnag for advanced treatment.

The incident has sparked concern among locals, who said increasing movement of wild animals in the area is posing a threat to public safety.

The injured have been identified as Raqiya, wife of Bashir Ahmad Chechi, and her son Saqib Ahmad Chechi, residents of Chechi Mohalla, Gujjar Basti Lammer.

According to local sources, the duo was attacked by a wild bear, leaving both of them severely injured. Soon after the incident, residents rushed to the spot and shifted them to a nearby health facility for immediate medical attention.

After initial treatment, doctors referred both patients to Emergency Hospital Qazigund for specialised care. However, due to the severity of her injuries, Raqiya was later shifted to GMC Anantnag, while Saqib Ahmad Chechi continues to receive treatment.

Locals have urged the Wildlife Department to take effective preventive measures to prevent such incidents and ensure the safety of residents in vulnerable areas. (KNT)","success(newspaper3k, resolved_via_decode, 1233 chars)"
Suspected Wild Boar Attack Leaves 4 Injured in South Kashmir’s Tral - Asian Mail,2026-01-17,Jammu & Kashmir,,Wild Boar,Human Injury,0.0,4.0,0.0,Suspected wild boar attack leaves four injured in South Kashmir's Tral.,0.5,single_incident,,Asian Mail,https://news.google.com/rss/articles/CBMioAFBVV95cUxOWDRiRXozenVvOW5PZkNUT0dueG5PVDh1c19sTkJ1Q1A5MVVaVk5HUC1jM0tDSlVKUTRYbHFnTDRuX1BPQXVoMDhVNzlIdnFRVmVjQUozR250R2JfaktVMlBuQ08tLVpmZjRVN2V0OXBobXFpeUtMTThaWEVwbFFLTmRtVmthb2tLSXNoMHBKMUhYOEpWVlY3QmV5b1dncXNi?oc=5,,,"Tral, Jan 17,: At least four civilians were injured on Saturday after a wild animal, suspected to be a wild boar, attacked pedestrians at Tral market area in south Kashmir’s Pulwama district, officials said.

The incident triggered panic among locals as the animal reportedly entered the busy market area and attacked people at random. Officials said four persons sustained injuries in the attack.

All injured individuals were promptly evacuated to a nearby hospital, where they are undergoing medical treatment. Their condition was stated to be stable.

Authorities said the situation was swiftly brought under control with the intervention of concerned teams.

Officials urged locals to remain cautious and avoid unnecessary movement in the area until the situation is fully secured. [KNT]","success(newspaper3k, resolved_via_decode, 792 chars)"
Wild boar attack injures four in Tral market - Brighter Kashmir,2026-01-17,Jammu & Kashmir,,Wild Boar,Human Injury,0.0,4.0,0.0,Wild boar attack injures four in Tral market.,0.5,single_incident,,Brighter Kashmir,https://news.google.com/rss/articles/CBMifkFVX3lxTE1KNXVVUTNkZmxNc0xjdzZKY1VKNTNaTU80Z21KTVE3cEVJMnpCT0F0UFpiYzlreW9lam9JTm1vZGhxR2xLQzJ1NkU2d3FRSlc4SFIwMk96WlJ5SUhEQTdCZGRnbjI5Y0cwemQ3QkVCRDJxZ0NwN0d1ZGF3a0wxQQ?oc=5,,,"Tral, Jan 17: At least four civilians were injured on Saturday after a wild animal, suspected to be a wild boar, went on a rampage in the busy Tral market area of south Kashmir’s Pulwama district, officials said.
The sudden appearance of the animal in the crowded marketplace triggered panic among locals as it attacked pedestrians at random. Officials confirmed that four people sustained injuries in the incident.
All the injured were immediately shifted to a nearby hospital for treatment, where their condition was reported to be stable.
Authorities said the situation was swiftly brought under control with the timely intervention of concerned teams. Meanwhile, locals have been advised to remain cautious and avoid unnecessary movement in the area until complete safety is ensured.
© Copyright 2023 brighterkashmir.com All Rights Reserved. Quantum Technologies","success(trafilatura, resolved_via_decode, 866 chars)"
68-Year-Old Man Killed in Bear Attack in Jammu Kashmir - Kashmir Life,2026-07-10,Jammu & Kashmir,,Asiatic Black Bear,Human Death,0.0,0.0,1.0,68-year-old man killed in bear attack in Jammu Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMijwFBVV95cUxNWUNnVUxhV1BNS0VlZ0VRbE5BaWQzRERiak9GTWN6b1F0dUZrOV9oM19YU1FlZ0J3bGhJNjQ4a1p6bGViUXZkRDZRUVRYNWt0cm9EWmFvbm9QRzU5UVc1dUhvT3M4cTJsTFh4TXZDNHhXRXE4dFM1Z3ZQd04ycDk2Nm9PWDhiczVobUpCYlhubw?oc=5,,,"SRINAGAR: A 68-year-old man was killed after being attacked by a bear in the upper reaches of the Darhal area of Rajouri district in Jammu and Kashmir on Friday, officials said.

The deceased has been identified as Mohammad Amin, son of Ali Mohammad, a resident of Dhok Jangwala, Panj Katha, they said.

Officials said the incident occurred when the elderly man was in the upper reaches of Darhal. He sustained critical injuries in the attack and died on the spot.

Police have taken cognisance of the incident.

Further details are awaited. (GNS)","success(newspaper3k, resolved_via_decode, 547 chars)"
Bear Attack Leaves Three Injured in South Kashmir Village - Kashmir Life,2026-07-18,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,3.0,0.0,Three injured in bear attack in South Kashmir village.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMikwFBVV95cUxPYldlN0lfU2N3ZElmbjZ3d3pnU1lkWW5WbUZ1QzZnODhhNWdsbjVfN21oQ0dScDRDYkl5QmlCUEVvNzN2bk9qbDVwcHlfS2xYRU1hM3BWMHNZcHZpcklxOExXbzA3NmtkU0toczlTRWZtT3ZhVnA2SngtenBjWGNnb29pUmJKMDhCSFczZzN1WF9RcXM?oc=5,,,"SRINAGAR: Three people, including a woman, were injured after a wild bear attacked them in the Reshipora area of Hermain in south Kashmir’s Shopian district on Saturday.

Officials said one of the injured was shifted to District Hospital Kulgam, while two others were taken to District Hospital Anantnag. The woman, who sustained minor injuries, is being treated at the Primary Health Centre (PHC) Behibagh.

The injured have been identified as Fayaz Ahmad Malla, Abdul Hamid Chopan and Dilshada, all residents of Reshipora, Hermain.

Officials said the condition of all three injured persons is stable.

Following the incident, teams from the Wildlife Department, along with the Jammu and Kashmir Police, rushed to the area and launched an operation to tranquilise the bear and ensure public safety.

Police also issued public announcements advising residents to stay away from orchards until the area is declared safe.

However, officials said the operation was suspended due to darkness and will resume on Sunday morning. (GNS)","success(newspaper3k, resolved_via_decode, 1030 chars)"
65-Year-Old Man Injured in Bear Attack in Anantnag Village - Brighter Kashmir,2026-09-10,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,1.0,0.0,65-year-old man injured in bear attack in Anantnag village.,0.98,single_incident,,Brighter Kashmir,https://news.google.com/rss/articles/CBMijwFBVV95cUxObW4tNHFsSXlyWUpVODc0RVQ0bEtfQ25OTjVvLVVyWVkxMUN0Z1JhTWRYYzF2SGg3M2NKMmc0RnZkaUkxTlhVaURTNlBJd3hUR3d4NlEtak5aT19SNEVCV2w4Qjl4WUdiYW5CcXhCOG9xQkRncHZ6N1kwbWdaU0p6MU9wMjNSZ09WakNQYkxTbw?oc=5,,,"Anantnag, September 10: A 65-year-old man was injured after being attacked by a wild bear near Chowgam village in the Shangus area of Anantnag district on Thursday.
The injured man, identified as Ghulam Hassan Magray, son of Habibullah Magray, was reportedly outside his home when the bear suddenly appeared and attacked him.
Locals rushed to the spot after hearing about the incident and evacuated Magray to Sub-District Hospital Shangus for treatment. His condition is reported to be stable.
Residents have appealed to the Wildlife Department to conduct an inspection of the area and take necessary measures to prevent further encounters between wild animals and local residents.
© Copyright 2023 brighterkashmir.com All Rights Reserved. Quantum Technologies","success(trafilatura, resolved_via_decode, 760 chars)"
40-year-old Shepherd Critically Injured in Bear Attack in Jammu Kashmir - Kashmir Life,2026-05-30,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,1.0,0.0,40-year-old shepherd critically injured in bear attack in Jammu Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMipgFBVV95cUxNZzZMb3U0c3UzZ1lnOXhjTGZfVVNNVTI4d1RHNGh5UkFiSmZNdk1ONmZCcnFsb2xFU1RKXzJZY2J6WWc5S05fSllHTDB1QW5KV2NVcTdaNGVmaXh1aWpBLUFqTURVN1U0aHJnUDlfZ3dIR0kxbVY5Z1JUYm9mQjl4NjdxWUktWldrXzM5T01TVFB3WFV6V0h6V2lxZHV0cnZodUw4X01B?oc=5,,,"SRINAGAR: A 40-year-old shepherd was critically injured in a bear attack in the Gagrian area of Poonch district in Jammu and Kashmir on Saturday while he was grazing cattle, officials said.

Health officials at a local medical facility said the injured man, identified as Mahmood Ahmad, son of Mohammad Akbar, was received with multiple injuries on his foot, head and wrist.

“He was given initial treatment here and referred to District Hospital Poonch for specialised care,” a health official said.

Following the incident, residents expressed concern over increasing wildlife movement in human habitations and demanded urgent action for the capture or management of wild animals in the area.","success(newspaper3k, resolved_via_decode, 694 chars)"
Jammu and Kashmir: Man Injured in Bear Attack in Anantnag - The Chenab Times,2026-09-03,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,1.0,0.0,Man injured in bear attack in Anantnag.,0.98,single_incident,,The Chenab Times,https://news.google.com/rss/articles/CBMipgFBVV95cUxPOWhTUGc0amg1Zkc1Z1EweFREMHZjc09IUkt4RFpNYVduQzA2U3FOVUxWNHNkb2RKYUlBbjlYbkVwNnBZU3pyZ1BEejNPclJGM0p2cGR6ZXpENEg1UWtXeU03WVBxaTdPQkVPNjN3SU1nWlF0eldHaXFWUkdkS2tvbGhQWmRUZlVnQ0JoMUNvNElreGVpeUg1UVFUNzJfaGNOME51VUZR0gGuAUFVX3lxTE9GQnV5Q2wza0o4dVFlcEJzS2swZzAzdGNKVzRmZFVUeWRwRWc0RUl5OWNXZWJwOWd1dVdmLXhWbUNzcFRrMlFjUFo3dkU2LUhJdVJxY2t4bXdDazhIRVd1MWJJWWFDSDFDR1dldHRGNXlZdFpZRzQyWWdKaDEyaWNxRGtYN3lScFA3NXJEWDI0d0ZYbFROcTBIaVJXZDJXNDJzbmQtaDlNTW56dXRNdw?oc=5,,,"Anantnag, Jammu and Kashmir — A man sustained injuries after being mauled by a bear in an orchard located in the Mirmadan area of Dooru in south Kashmir’s Anantnag district on Thursday. Officials confirmed the incident, which prompted an immediate medical response.
Information was available with The Chenab Times that the injured individual, identified as Mohd Maqbool Bhat, a resident of Mirmadan, Dooru, was promptly transported to Sub-District Hospital (SDH) Dooru for initial medical attention. Doctors at SDH Dooru, after assessing his condition, referred him to Government Medical College (GMC) Anantnag for further specialized treatment.
The attack occurred in an orchard setting, highlighting the increasing instances of human-wildlife encounters in the region. Local authorities have stated that a probe into the exact circumstances of the bear attack has been initiated to understand the factors leading to the incident and to explore measures to prevent future occurrences.
Incidents involving wild animals, particularly bears and leopards, have been reported with growing frequency in various parts of Jammu and Kashmir. These encounters often stem from habitat encroachment, changes in environmental conditions, and the search for food sources by wildlife, bringing them into closer proximity with human settlements and agricultural areas.
The forest department and wildlife authorities in Jammu and Kashmir are tasked with managing human-wildlife conflict. Their efforts typically involve monitoring animal movements, advising local communities on safety protocols, and intervening in critical situations. However, the vast and often rugged terrain of the region presents significant challenges in effectively containing wildlife and ensuring the safety of residents.
Previous reports from the region have indicated a rise in such encounters, leading to concerns among residents, particularly those living in rural and fringe areas adjacent to forests. Wildlife officials have often called for increased awareness and community participation in mitigation strategies, emphasizing the need for responsible waste management to avoid attracting animals and maintaining a safe distance when wild animals are sighted.
The local administration in Anantnag has been urged to take proactive measures to address the growing concerns regarding human-wildlife encounters in the district. This includes reinforcing existing safety guidelines for orchard workers and farmers, and enhancing rapid response mechanisms for medical emergencies arising from such incidents. The investigation into Thursday’s attack is expected to provide insights that could inform future preventive strategies.
(We don't allow anyone to copy content. For Copyright or Use of Content related questions, visit here.)
The Chenab Times News Desk","success(trafilatura, resolved_via_decode, 2822 chars)"
14-Year-Old Boy Injured in Bear Attack in Jammu Kashmir - Kashmir Life,2026-08-22,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,1.0,0.0,14-year-old boy injured in bear attack in Jammu Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMikAFBVV95cUxPN1hjZEp6MnRFUlk4TzB1NzNhTVozRjd4ekwxNjdaaDF3V0VyLVc1WWZ3WU1SLTlSXzZzcTBrR21GblE4WWVqQ2RicnhGeHhQU3F4d0hyNDNCcDZFM2JmU0h5ek5zM1dZM2p2dE50YUJBYlJZZGt6al81aTVZeXgzMWJQNG55RHFJaUo2VHpfVm4?oc=5,,,"SRINAGAR: A 14-year-old boy was injured after being attacked by a wild bear in the Asher area of Banihal in Ramban district of Jammu and Kashmir on Saturday, reports said.

The teenager, identified as Akram Ahmed Chohan, son of Nazir Ahmed Chohan and a resident of Seeri, Ramban, was attacked by the animal near his residential area.

Reports said that the boy sustained injuries in the attack and was shifted to Sub-District Hospital (SDH) Banihal, where he is undergoing treatment.

Police have taken cognisance of the incident and initiated an investigation.","success(newspaper3k, resolved_via_decode, 561 chars)"
Bear Attack in North Kashmir Leaves Two Critically Injured - Kashmir Life,2026-04-08,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0.0,2.0,0.0,Two people were injured in a bear attack in North Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMilAFBVV95cUxNWERhd280YVlIRjhYd1V6QURJa0FSUmx5eGN3dlpPaVN6bUt6US1fZVNTNnVIRTU2SE5KQkxWRGFJZFEzcFhvSUhsZGRvS2RxeE0tekM4OEFJRWtzcW1fNnJubWZoRGluV0NmZDR5eUNsZXhYSkRvczBGZ2N5X2xpbWdLYmtKMGFHU2M0Rl9fY0pEc2JF?oc=5,,,"SRINAGAR: Two persons sustained critical injuries after a bear attack in the Madian area of Kamalkote in north Kashmir’s Uri on Wednesday afternoon.

An official said that one of the injured has been identified as Syed Sharafat Hussain, son of Syed Irshad Hussain and a resident of Madian Tangar, while the identity of the second victim could not be immediately ascertained.

The incident, the official said, occurred when the victims had ventured into a nearby forest area and were suddenly attacked by a bear, resulting in severe injuries.

“Soon after the incident, local residents, along with police personnel from Police Post Madian, rushed to the spot and carried out a rescue operation,” said the official, adding the injured duo was subsequently shifted under critical conditions to Sub-District Hospital (SDH) Uri for treatment.

A police officer confirmed the incident and said that necessary precautions have been advised in the area.

Authorities have in the meantime urged residents to remain vigilant and avoid venturing into forested zones, particularly in areas prone to wildlife movement. (GNS)","success(newspaper3k, resolved_via_decode, 1111 chars)"
Tiger kills second person in 13 days in Uttarakhand's Kumaon; villagers block highway with victim's body - newindianexpress.com,2026-02-26,Uttarakhand,,Tiger,Human Death,0.0,0.0,1.0,"A tiger killed a second person in Kumaon, Uttarakhand, in 13 days.",0.98,single_incident,,newindianexpress.com,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPeXNONE9YQXdEMnZySUlQakNZMlM3dGRtQ1BkVDlsaEhaY2dOR1lnM2s0RFpsUWRzdUhtZlJweE1nejB4b1JJZTlCbmN5aDY5TjFJNEZjYXNDejlZVG1OSzRBV1JvdkZISTI0LW1hcUlCNGFnNUd1OFhpOHBkb3h0MHdyaENkX1BfN3hoQnZORlJYTFRHM29lSGRIc1ZqXy16dldETGE4ajRfYk9nanRmWmt2a1Nqb2dSTlFFMjl6ZGNDVnRXSUN4M1BsVHh3UWpBVk15MUcwS0I5c0FiYUczbzhKT1U4R0HSAfQBQVVfeXFMUDYtRlp0TmlZUVN2eEtfVjNkRUZKbnhtb3R0TEJlVk54dmhpLXE4QWh6MDUyU0VMUlh5aDF1ZVJidzhQWU8ybzBiSktkdWpSSGFuTHRkNDRnVF9LZkZ1ejF2ZHY0ZkI2RjhNUTZOc1JIQ2kyM0xJNEpyVy1PbkYweFdUVXJtaWlMLW5jeHQxc1BtRE5ITkJvYVBSY19oUGFJR04wZGNnVC1NQWpZc1phZmgxb3Q1azlNNnNPTVJ4OVZfTWpqRENPOGxWSEQ2aUtSVE1OSV9pcTR1amk3dzlpS1FmY2pkczQtLVlFaU1telZkVnhxQg?oc=5,,,"DEHRADUN: Tensions reached a breaking point in the foothills of Uttarakhand as a suspected man-eating tiger claimed its second victim within a fortnight.
The latest tragedy, involving the gruesome death of a woman in Paniyali village, sparked a massive public outcry, with agitated locals placing the victim’s mutilated body on a main highway to protest administrative negligence.
The victim, identified as Kamala Devi, had ventured into the forest at approximately 8.00 am on Wednesday. When she failed to return by evening, anxious villagers launched a search operation, only to discover her half-eaten remains deep within the woods.
This incident comes just 13 days after another local woman, Ganga Devi of Peepalpokhara village, was similarly hunted and killed by a tiger.
As news of the kill spread, the atmosphere in Paniyali turned volatile. By 7.00 pm, after waiting hours for Forest Department officials to arrive, the villagers’ patience wore thin. Led by local representatives, including District Panchayat member Chhavi Kandpal and former Village head Manish Arya, hundreds of residents carried Kamala Devi’s body to the Kathghariya main road.
The protesters placed the body inside the Forest Department’s 'Van Chowki' ( local outpost ) and blocked the arterial Kathghariya-Haldwani road, bringing traffic to a standstill. Angry locals reportedly attempted to breach the gates of the forest office, demanding immediate accountability and protection from the man-eater.
Recognising the gravity of the situation, a heavy police contingent led by SP City Manoj Kumar Katyal, along with divisional forest officers, rushed to the spot. DFO Dhruv Singh Martolia faced the brunt of the public's ire as residents highlighted the department's failure to neutralise the threat after the first killing.
Following intense negotiations with the affected villagers, the administration gave protesters written assurance, pledging to initiate the legal process to declare the tiger a “man-eater,” immediately deploy specialised cages and camera traps to track and capture the animal, provide interim financial compensation to the bereaved family, and increase patrolling in the fringe forest areas.
The twin killings have highlighted the escalating human-wildlife conflict in Uttarakhand’s Terai and hill regions. ""The forest department only wakes up when someone dies,"" lamented Surendra Singh, a local villager. ""We have been living in terror for two weeks, and now another life is lost because of their lethargy.""
After the assurances were documented, the villagers ended their blockade, allowing the police to send the body for a post-mortem examination. While the immediate protest has subsided, the region remains on high alert as the predator remains at large.","success(trafilatura, resolved_via_decode, 2763 chars)"
"Tiger Terror Haunts Uttarakhand's Ramnagar, Three People Mauled To Death In One Week - ETV Bharat",2026-01-05,Uttarakhand,,Tiger,Human Death,0.0,0.0,3.0,"Three people were mauled to death by a tiger in Ramnagar, Uttarakhand, in one week.",0.98,single_incident,,ETV Bharat,https://news.google.com/rss/articles/CBMiywFBVV95cUxPZVE3LUowa2tfNkU0UndBalk4YWxQY1NWN0l4MGhkeFRKdGt3clU5NnZlZkwybmRSMkU3TlNhTnJlcE12ZG1sUmw1Y0ZQUnVGWG1PRU1MN2ZXc2FrWjdHamI1a1I3LXJ0QWhZV3UycVZuYUc4RFhOTko3UnAzMmF1eUxncXFvMUtxdVE4ZHcyRTQtMDdyY2FKdXlaWFh6MHlkZ2dUdzRZQTY0R0dOTDI3V01ScWp3ZVFiQmY3RXBfYVg5eHV0WnpmcFBGb9IB0AFBVV95cUxQaE1ieWhHcEFRNGJvZ0xOZXlRdUc1M0FGcjB0eHc2SjZSY0RRamU5eHVmTHM4b0l4OUFfbFVNelFRQUhnWEFXZmRHVGktbFUyTUlHTGN1UWxyR05FRllubXlRU0hJV2ZJODVsQTZNVDRvc2VxMFA5U2JfZUVUNUFMd1p3cVFZZzlfTTc1azlZY0EtRmFjcVdNM2xfYTJwSGdQdWZjalRaZTh1LTB3VnQyUE9ENnJVZWtIWFhMdDNCRXlxaTM2LUgwOWJhekxsVmRW?oc=5,,,"Tiger Terror Haunts Uttarakhand's Ramnagar, Three People Mauled To Death In One Week
A labourer working in a field was attacked and killed by a big cat in Bhalon village on Sunday evening, triggering fear in the region.
Ramnagar: Fear and panic gripped Ramnagar of Uttarakhand on Sunday evening after a tiger attacked and killed a labourer working near the forest area of Patkot in Dechori Range, marking the third such incident in a span of less than seven days.
Deceased Abhimanyu Kumar (30), who happened to be a resident of Jokatia in Bettiah district (West Champaran) of Bihar, had come to Ramnagar to work on a pipeline-laying project being carried out under the Irrigation Department.
The incident happened in Bhalon village under Ramnagar Forest Division, when the labourer was fitting pipes near cowshed of former village head Manmohan Pathak in Bhalon. Sunday evening, at around 7 PM, a tiger ventured from the forest into the human settlement and then dragged him away. Other labourers present at the spot raised an alarm and shouted loudly, but the tiger did not release him.
Receiving information, a team from Ramnagar Forest Division reached the spot and started an intensive search operation using elephants, foot patrol teams and drones. The labourer's body was recovered inside the forest at some distance.
DFO Dhruv Martolia termed the incident as tragic and an alert has been issued in the entire area. ""The big cat's movements are being closely monitored. We also appeal to the citizens to remain cautious and cooperate with the Forest Department,"" Martolia said.
""Permission has been granted to install a cage at the incident site. Efforts have been intensified to capture the tiger. Patrolling by forest staff has been increased and the entire area is under surveillance,"" the official added.
It is pertinent to mention here that this is the third tiger attack in the last one week. Earlier, two women were killed in attacks by tiger in Kyari village of Totam and Sanvalde area.
Owing to repeated incidents, there is fear among villagers and labourers. Regional state movement president Naveen Nainwal, along with villagers, has demanded Forest Department to ensure the safety of villagers, capture the tiger as soon as possible, and put in place strong security arrangements to prevent human casualty.
Also Read:","success(trafilatura, resolved_via_decode, 2335 chars)"
