headline,incident_date,state,district,species,conflict_type,livestock_killed,human_injured,human_dead,summary,confidence,report_type,needs_review,source,url,village,article_body,body_status
38-Year-Old Man Injured in Bear Attack in South Kashmir - Kashmir Life,2026-07-29,Kashmir,,Bear,Human Injury,0,1,0,A 38-year-old man was injured in a bear attack in South Kashmir.,0.5,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMikAFBVV95cUxON3lxU1N0RXRpQ0tVU2g1R21lZ2ZhZjgzN1BGeVV2SDhWM2tDNWNPR0V4UVVVNjdpYTlfdEtVNHJ4TDE2TUdFb200OF9mV1hremd4OFNES3dFb19FOFZHVEZPN3pTSnE1RUxERmdWRG1tMEhkVkxSNDJwN0ozUnhMQnZsWVptLUFLZExZY3JUbEc?oc=5,,"SRINAGAR: A 38-year-old man was injured after being attacked by a wild bear in Ahoo Paisan village of Shangus tehsil in south Kashmir’s Anantnag district on Wednesday, officials said.
Officials said that the injured has been identified as Bilal Ahmad Wani (38), son of Mohammad Afzal Wani, a resident of Ahoo Paisan.
They said the bear attacked Bilal while he was in the area, leaving him injured.
The injured was immediately evacuated and shifted to Sub-District Hospital (SDH) Shangus for treatment. His condition was stated to be stable, officials added.
Meanwhile, the incident has caused concern among residents, who urged the Wildlife Department to take immediate measures to prevent further human-wildlife conflict in the area. (JKNS)","success(trafilatura, resolved_via_decode, 741 chars)"
Woman Critically Injured in Bear Attack in North Kashmir - Kashmir Life,2026-05-05,Kashmir,,Bear,Human Injury,0,1,0,A woman was critically injured in a bear attack in North Kashmir.,0.5,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMikgFBVV95cUxQMkNKMEtqbFFlcC12RnY5cmxJbGQ4Q1c1SDdhRHpvOVhmTjItU1daX2kyZ3hiV2pyMzlKVHltUm96aXE2ODM5TXZSUklReUlIcUIybXZnM0xmYUhpMmxYZS1VMEo2RlVrb082WHlnZ3RrTElCUU9FS190Q1NPNnZxZUwxTzRTUERkZEZqdXVHc0Z6UQ?oc=5,,"SRINAGAR: A woman was critically injured after being attacked by a black bear in the forest area of Puthwari Nowgam, Lawoosa in the Qalamabad area of north Kashmir’s Kupwara district on Tuesday.
The injured has been identified as Hameeda Begum, 32, wife of Bashir Ahmad Kumar, a resident of Lawoosa.
According to initial reports, she was collecting wild mushrooms in a nearby forest when she was attacked by the bear, sustaining grievous injuries.
She was immediately shifted to Government Medical College (GMC) Handwara for treatment, where her condition is stated to be critical.
The incident highlights recurring human–wildlife encounters in forested areas of north Kashmir, particularly during seasons when locals venture into forests for foraging. (KNT)","success(trafilatura, resolved_via_decode, 758 chars)"
"Central Kashmir: Woman Critically Injured in Bear Attack, Shifted to SKIMS - Kashmir Life",2026-05-06,Kashmir,,Bear,Human Injury,0,1,0,A woman was critically injured in a bear attack in Central Kashmir.,0.5,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMipwFBVV95cUxORFhwdlAxem1wWG83Y3lBODM2ZmlOWXZmd1ZheVJ2SDQ2ZmcyWkJDa0JwWHNZMGZGQno4NzFYLTVSR0o5S1dPZHdLSEZMTHdpQUpHNXlZcl9waTFCRl9RdFl0R2Y1Vzl1aHdhSmlQbmg5QkJxbnVKOEx5dHpDSlAxeXNla1c5M3ZFeTJUSFpKLVVOMmNOM1NLZWVuVnVXbXdRU0E0S0duQQ?oc=5,,"SRINAGAR: A woman was injured after being attacked by a wild bear in the forest area of Gund Aku in central Kashmir’s Ganderbal district on Wednesday, officials said.
The injured woman has been identified as Zahida Begum (32), wife of Mumtaz Ahmad Chechi, a resident of Gund Aku.
Officials said the woman was attacked by a wild bear in the nearby forest area, leaving her injured.
She was immediately shifted to the Primary Health Centre (PHC) Gund for treatment. However, after initial medical examination, doctors referred her to SKIMS Soura, Srinagar, for specialised treatment due to the nature of her injuries.
The incident has caused concern among local residents, with repeated cases of man-animal conflict being reported from several forest-adjacent areas of Kashmir in recent years. (KNT)","success(trafilatura, resolved_via_decode, 797 chars)"
45-Year-Old Woman Injured in Bear Attack in Rajouri - Kashmir Observer,2026-09-02,Kashmir,,Bear,Human Injury,0,1,0,A 45-year-old woman was injured in a bear attack in Rajouri.,0.5,single_incident,,Kashmir Observer,https://news.google.com/rss/articles/CBMilgFBVV95cUxQaVBCelFsS2g5NEp0YWl6ZTdBbWRBUDM0REQ2YXRDZThFaF91S0Q4ckxDMjQycHBHLXQ4ZDVYdXU4eURTYzlSTWVYajNhUmZsNVVIT09RZEpYQXpGQ2FIaXhEdEhnNzNfdjJZSjJHd2tsNFF2ZEFwZXh5RjhJWUZiZFJrek5NcTVqc3FLLUNPRnhPeVp0ZGc?oc=5,,"Srinagar- A 45-year-old woman was injured after being attacked by a bear in Tarkasi village of the Peeri area in Rajouri district of Jammu and Kashmir on Wednesday.
An official said that the woman was attacked by the wild animal in Tarkasi village, leaving her injured, reported news agency KNO.
He said she was immediately referred to Government Medical College (GMC), Rajouri, for further treatment. The woman was later identified as Nazira Begum (45), a resident of Tarkasi village.
Meanwhile, an investigation has been launched, while residents urged the Forest Department to take necessary measures to prevent such incidents.","success(trafilatura, resolved_via_decode, 630 chars)"
Woman Mauled to Death by Bear in Kulgam - thekashmirhorizon.com,2026-08-31,Kashmir,,Bear,Human Death,0,0,1,A woman was mauled to death by a bear in Kulgam.,0.5,single_incident,,thekashmirhorizon.com,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPTFdhYzJLMUhKRFYzWkhWNmVpODN1QndXdUhRLTZhUldwRG1UTUVYWWhLRnlmUkZQZ0djanAwN0JvZm5VTUFXLVB6UXFvWTJfTllfSDdrNTlUY3o5cFR5OGlzbU1NOEJwUXkyVzdIdXJpN0FiR2kxY0duazRSb1hJajd4ci01aWEt?oc=5,,"Kulgam: A 45-year-old woman was killed in a bear attack in Tarigam village of south Kashmir’s Kulgam district on Monday.
Officials said the wild animal attacked the woman while she was working in an orchard. She sustained critical injuries and died on the spot. The deceased has been identified as Latifa Banoo, wife of Farooq Ahmad Bhat, a resident of Tarigam. Local police have taken cognisance of the tragedy.","success(trafilatura, resolved_via_decode, 412 chars)"
Another Bear Attack Reported in Tral Amid Wildlife Department’s Awareness Efforts - kashmirindepth.com,2026-09-11,Kashmir,,Bear,Human Injury,0,0,0,Another bear attack was reported in Tral.,0.5,single_incident,,kashmirindepth.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxQNDUxZm1UcGRReEhDRVVIMS1IaUt0RDdONTZ5dXZCV2hLU0JCR29YM0tYMUswNGdIaEFZTHhFZ0lQTzR3ZV9TdE1kUnZRdFJEQldoajB3bDZqVnNRTUJlRG95Rk5ZVVlzeTh5eVpIeW9mQWFocWZNUWZoVmRGcnRqNDF4WmRvenV6VDFjVWRJNHEyNWFNeEQ4Q01vRDdtYmlsSVBQX292VTFZM05xUDFWdWhhV2N4alhnb0YtRkxZaw?oc=5,,"Another Bear Attack Reported in Tral Amid Wildlife Department’s Awareness Efforts
KINS Correspondent
Tral, 11 Sept (KINS): A woman was injured after being attacked by a bear in the Handoora area of Aripal, Tral, on Friday.
The woman, identified as Hajira, wife of Ghulam Ahmad Khan, a resident of Handoora, Aripal, was shifted to Sub-District Hospital (SDH) Tral for treatment following the attack.
Several bear attacks have been reported in different areas of the sub-district over the past few weeks, raising concern among residents.
The incidents have been reported amid continued efforts by the Wildlife Department to prevent human-wildlife conflicts through awareness programmes and other measures. (KINS)","success(trafilatura, resolved_via_decode, 710 chars)"
3 Injured in Wild Bear Attack in Shopian - Kashmir Observer,2026-07-18,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0,3,0,Three people were injured in a bear attack in Shopian.,0.98,single_incident,,Kashmir Observer,https://news.google.com/rss/articles/CBMihwFBVV95cUxNOGF6d0hoVm9HUXZNcF9UMFhybXhXNWdnNTY0V3JyUE5mdDU2ZzhFalVnQUExWWxDZGVyUzRNZEdZTXdwRDF3Z2V3dmlRSlQwZmQ0Q3VUWklwX1pONnhFUUV1d3RTRnB1VjJSUnhCQVZ5M2lJV050T29BT1JSaVJJenJWUm1USmM?oc=5,,"Srinagar- Three persons, including a woman, were injured after a wild bear attacked them in the Reshipora area of South Kashmir’s Shopian district on Saturday.
Officials said that following the attack, one of the injured was shifted to District Hospital Kulgam, while the other two were taken to District Hospital Anantnag. The woman sustained minor injuries and is currently being treated at PHC Behibagh.
Officials said the condition of all the injured persons is stated to be stable.
The injured have been identified as Fayaz Ahmad Malla, Abdul Hamid Chopan and Dilshada, all residents of Reshipora Hermain.
Soon after the incident, teams from the Wildlife Department along with J&K Police rushed to the spot and launched an operation to tranquilize the animal and ensure public safety.
Jammu and Kashmir Police also made announcements, asking people to stay away from orchards till the area is cleared.
However, due to darkness the operation has been put on hold and will resume in the morning, officials said. (GNS)","success(trafilatura, resolved_via_decode, 1020 chars)"
Man Injured in Bear Attack in Central Kashmir - Kashmir Life,2026-07-26,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0,1,0,A man was injured in a bear attack in Central Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMigwFBVV95cUxOX3RYV25objlFd0tJcklIVV9yX2RnNkMwVGQxOV9ESi1UdmZqNmctbWJ4WV9UejRPamNRQjlYQlZacUtYci1Wb2NIY2d4U3RSZkhNVzhrSkg1aWx4Tk1kX1BaS0dlUVdlMFpzN3lJbEZzSElMQnpYWXRzdWJ4MW9pTjdJaw?oc=5,,"SRINAGAR: A man was injured after being attacked by a bear in the Zilsidara area of Brenwar in Chadoora area of central kashmir’s Budgam district, on Saturday evening, triggering concern among local residents over increasing movement of wild animals.
According to local residents, the man was returning home after offering the Isha prayer when the bear attacked him. People nearby rushed to the spot and rescued him from the animal.
The victim sustained injuries in the attack. However, his condition was not immediately known.
The incident has sparked fear among residents, who urged the Forest Department and the Department of Wildlife Protection to intensify monitoring of wild animal movement in the area and take immediate steps to prevent such incidents.
Residents called for appropriate measures to ensure the safety of people living in vulnerable areas prone to wildlife movement.","success(trafilatura, resolved_via_decode, 888 chars)"
Three Critically Injured in Bear Attack in South Kashmir - Kashmir Life,2026-06-14,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0,3,0,Three individuals were critically injured in a bear attack in South Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMikgFBVV95cUxQTFBYZlgyb0dKQXBvRldSNnh5QnRTVXFBQW9rdUcwRjh6QXBWaTVNOUx1WFB0dkI1N3hvM0RuNTl4Yk1FanJDVk1maktRQmRVSUZSV0Q1OHlsbF9OcS1CWU9BV3JzaGt3Y3pkVGRIOTlrazhKTmxLak5kZmhjSnFNVGZrckRqZ1IwallTNTFnRUtRUQ?oc=5,,"SRINAGAR: Three persons sustained serious injuries after being attacked by a wild bear in the Duroo area of south Kashmir’s Anantnag district on Sunday, officials said.
According to local sources, the bear attacked two persons in the Shankerpora area of Duroo, while another individual was injured in a separate incident in Rain Shahbad, Verinag.
The injured were immediately shifted to a nearby medical facility for treatment. Their condition is reported to be serious but stable.
The incidents have triggered panic among residents, who have urged the Wildlife Department to take immediate measures to prevent further attacks and ensure the safety of the local population.
Meanwhile, wildlife officials have been informed, and efforts are underway to trace the bear and prevent it from straying into residential areas again.
Further details are awaited. (KNC)","success(trafilatura, resolved_via_decode, 860 chars)"
Woman Hospitalised After Bear Attack in Ganderbal - Kashmir Life,2026-06-05,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0,1,0,A woman was hospitalized following a bear attack in Ganderbal.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMFZEQ0diOEhoLVk5UmRwVGJxLXAzWnM0S1NLdzVyN0RXLVE5ZFJaOU9YOWZNa3VwRWUxbmRWNnIzb1AwZENZUF9SZ0V2QURGWEctZGM3ZWFmamVRQzJXTUFFSmpNNld2QUY3bUVmREtDdmR2RjVxemVQUEpMMUI1LXlwRWtMVGxW?oc=5,,"SRINAGAR: A woman sustained injuries after being attacked by a bear in the Gutlibagh area of central Kashmir’s Ganderbal district on Friday morning, officials and sources said.
They said the woman was immediately shifted to District Hospital Ganderbal for treatment soon after the incident. Her condition was not immediately known.
The attack triggered panic among residents in the area, with locals expressing concern over increasing wildlife movement in habitations.
Police authorities and the Wildlife Department have been informed, and necessary steps have been sought to prevent further such incidents in the future, officials said.","success(trafilatura, resolved_via_decode, 637 chars)"
Mother–Son Duo Hospitalised After Bear Attack in South Kashmir - Kashmir Life,2026-05-30,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0,2,0,A mother and son were hospitalized following a bear attack in South Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMimgFBVV95cUxNa3o0UWlucGY4cnpRSHRrbDg0ejJ5aDAtUmZ5Q0V1SkpUWXNKTzIyZ05FRTVrVXdVU1hzZ0lZVWl6S2xHSzJSRG1SSmRtOFR4WE5PVG5SbThVYWR5MTJJR3hSUk5OdXRHMHZNQ1ZCam9GRlcxdER5R2RJZDNvZFM2Q1VqU1ZtY2tYQk56Zk5ZdVdISlVuNDB0czln?oc=5,,"SRINAGAR: A mother and her son were seriously injured after being attacked by a bear in the Gujjar Basti Lammer area of Qazigund in South Kashmir’s Kulgam district on Saturday. The woman was later referred to Government Medical College (GMC) Anantnag for advanced treatment.
The incident has sparked concern among locals, who said increasing movement of wild animals in the area is posing a threat to public safety.
The injured have been identified as Raqiya, wife of Bashir Ahmad Chechi, and her son Saqib Ahmad Chechi, residents of Chechi Mohalla, Gujjar Basti Lammer.
According to local sources, the duo was attacked by a wild bear, leaving both of them severely injured. Soon after the incident, residents rushed to the spot and shifted them to a nearby health facility for immediate medical attention.
After initial treatment, doctors referred both patients to Emergency Hospital Qazigund for specialised care. However, due to the severity of her injuries, Raqiya was later shifted to GMC Anantnag, while Saqib Ahmad Chechi continues to receive treatment.
Locals have urged the Wildlife Department to take effective preventive measures to prevent such incidents and ensure the safety of residents in vulnerable areas. (KNT)","success(trafilatura, resolved_via_decode, 1228 chars)"
"Youth critically injured in bear attack in Gulistan Bala, Baramulla - thekashmirimages.com",2026-05-03,Jammu & Kashmir,Baramulla,Asiatic Black Bear,Human Injury,0,1,0,A youth was critically injured in a bear attack in Gulistan Bala.,0.98,single_incident,,thekashmirimages.com,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOSnhaWVh6d1VTcUJMWW0xYVJZX2gtM2pBZ1otMVRxRDAxRUV2TWlyZngzX3BGYWFoenJoOFUtQTZSbWRlRFM5VXFJT3ZFWmRUMVpSNGljZS1oVU0tVlU2d2J6TjRiQ0NPUXRNWHhJOTExeVE4bExBb1dHUzFrSlg4cGIzamJtYXh4VXlqd3B6VTBzRHBfdTNmMGNGSkFuQy05OVl0QlFkckxuODQ?oc=5,,"Baramulla: A youth was critically injured in a bear attack in the Gulistan Bala area of Sheeri Narvaw in north Kashmir’s Baramulla district on Sunday morning, officials said.
The injured has been identified as Mudassir Ahmad Chanieja, son of late Abdul Rashid and a resident of Gulistan Bala.
According to reports, he had gone to the Gawas Budun area with his livestock when a bear suddenly attacked him at around 9:00 a.m.
Locals immediately rushed him to a nearby hospital in Sheeri for initial treatment. However, due to the severity of his injuries, doctors referred him to Government Medical College (GMC) Baramulla for specialized care, where his condition is reported to be critical.
The incident has sparked concern among residents, who have urged the Forest Department to take immediate steps to curb the increasing movement of wild animals in the area and ensure public safety.","success(trafilatura, resolved_via_decode, 887 chars)"
Suspected Wild Boar Attack Leaves 4 Injured in South Kashmir’s Tral - Asian Mail,2026-01-17,Jammu & Kashmir,,Wild Boar,Human Injury,0,4,0,Four individuals were injured in a suspected wild boar attack in Tral.,0.5,single_incident,,Asian Mail,https://news.google.com/rss/articles/CBMioAFBVV95cUxOWDRiRXozenVvOW5PZkNUT0dueG5PVDh1c19sTkJ1Q1A5MVVaVk5HUC1jM0tDSlVKUTRYbHFnTDRuX1BPQXVoMDhVNzlIdnFRVmVjQUozR250R2JfaktVMlBuQ08tLVpmZjRVN2V0OXBobXFpeUtMTThaWEVwbFFLTmRtVmthb2tLSXNoMHBKMUhYOEpWVlY3QmV5b1dncXNi?oc=5,,"Tral, Jan 17,: At least four civilians were injured on Saturday after a wild animal, suspected to be a wild boar, attacked pedestrians at Tral market area in south Kashmir’s Pulwama district, officials said.
The incident triggered panic among locals as the animal reportedly entered the busy market area and attacked people at random. Officials said four persons sustained injuries in the attack.
All injured individuals were promptly evacuated to a nearby hospital, where they are undergoing medical treatment. Their condition was stated to be stable.
Authorities said the situation was swiftly brought under control with the intervention of concerned teams.
Officials urged locals to remain cautious and avoid unnecessary movement in the area until the situation is fully secured. [KNT]","success(trafilatura, resolved_via_decode, 788 chars)"
Teenager injured in bear attack in Banihal - Rising Kashmir,2026-08-22,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0,1,0,A teenager was injured in a bear attack in Banihal.,0.98,single_incident,,Rising Kashmir,https://news.google.com/rss/articles/CBMieEFVX3lxTFBUQkFLdW1PN0JjZVQ4azJSdEl0WFJhb2FPWFo3eTNmUkpiMnhrU3FjQ0ZFQ3NGSXNCdDROMlQzdmphaW52TVRTUTJqQ1pyaGtjckxSOXVPNDRBel92dXNwWmVGVnRKdjhFS3NIclA0S213Ukg3YkxzWQ?oc=5,,"Ramban, Aug 22 : A 14 year old boy was injured after being attacked by a bear in the Asher area of Banihal in Ramban district on Saturday, officials said.
An official told the news agency—Kashmir News Observer (KNO) that the teenager was attacked by the wild animal in his residential area near Seeri, Ramban.
He said the boy was shifted to Sub-District Hospital (SDH) Banihal, where he is undergoing treatment. The boy was identified as Akram Ahmed Chohan (14), son of Nazir Ahmed Chohan, a resident of Seeri, Ramban.
Police have taken cognizance of the incident and an investigation has begun.—(KNO)","success(trafilatura, resolved_via_decode, 601 chars)"
Wild boar attack injures four in Tral market - Brighter Kashmir,2026-01-17,Jammu & Kashmir,,Wild Boar,Human Injury,0,4,0,Four individuals were injured in a wild boar attack in Tral market.,0.5,single_incident,,Brighter Kashmir,https://news.google.com/rss/articles/CBMifkFVX3lxTE1KNXVVUTNkZmxNc0xjdzZKY1VKNTNaTU80Z21KTVE3cEVJMnpCT0F0UFpiYzlreW9lam9JTm1vZGhxR2xLQzJ1NkU2d3FRSlc4SFIwMk96WlJ5SUhEQTdCZGRnbjI5Y0cwemQ3QkVCRDJxZ0NwN0d1ZGF3a0wxQQ?oc=5,,"Tral, Jan 17: At least four civilians were injured on Saturday after a wild animal, suspected to be a wild boar, went on a rampage in the busy Tral market area of south Kashmir’s Pulwama district, officials said.
The sudden appearance of the animal in the crowded marketplace triggered panic among locals as it attacked pedestrians at random. Officials confirmed that four people sustained injuries in the incident.
All the injured were immediately shifted to a nearby hospital for treatment, where their condition was reported to be stable.
Authorities said the situation was swiftly brought under control with the timely intervention of concerned teams. Meanwhile, locals have been advised to remain cautious and avoid unnecessary movement in the area until complete safety is ensured.
© Copyright 2023 brighterkashmir.com All Rights Reserved. Quantum Technologies","success(trafilatura, resolved_via_decode, 866 chars)"
68-Year-Old Man Killed in Bear Attack in Jammu Kashmir - Kashmir Life,2026-07-10,Jammu & Kashmir,,Asiatic Black Bear,Human Death,0,0,1,A 68-year-old man was killed in a bear attack.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMijwFBVV95cUxNWUNnVUxhV1BNS0VlZ0VRbE5BaWQzRERiak9GTWN6b1F0dUZrOV9oM19YU1FlZ0J3bGhJNjQ4a1p6bGViUXZkRDZRUVRYNWt0cm9EWmFvbm9QRzU5UVc1dUhvT3M4cTJsTFh4TXZDNHhXRXE4dFM1Z3ZQd04ycDk2Nm9PWDhiczVobUpCYlhubw?oc=5,,"SRINAGAR: A 68-year-old man was killed after being attacked by a bear in the upper reaches of the Darhal area of Rajouri district in Jammu and Kashmir on Friday, officials said.
The deceased has been identified as Mohammad Amin, son of Ali Mohammad, a resident of Dhok Jangwala, Panj Katha, they said.
Officials said the incident occurred when the elderly man was in the upper reaches of Darhal. He sustained critical injuries in the attack and died on the spot.
Police have taken cognisance of the incident.
Further details are awaited. (GNS)","success(trafilatura, resolved_via_decode, 543 chars)"
Bear Attack Leaves Three Injured in South Kashmir Village - Kashmir Life,2026-07-18,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0,3,0,Three individuals were injured in a bear attack in a South Kashmir village.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMikwFBVV95cUxPYldlN0lfU2N3ZElmbjZ3d3pnU1lkWW5WbUZ1QzZnODhhNWdsbjVfN21oQ0dScDRDYkl5QmlCUEVvNzN2bk9qbDVwcHlfS2xYRU1hM3BWMHNZcHZpcklxOExXbzA3NmtkU0toczlTRWZtT3ZhVnA2SngtenBjWGNnb29pUmJKMDhCSFczZzN1WF9RcXM?oc=5,,"SRINAGAR: Three people, including a woman, were injured after a wild bear attacked them in the Reshipora area of Hermain in south Kashmir’s Shopian district on Saturday.
Officials said one of the injured was shifted to District Hospital Kulgam, while two others were taken to District Hospital Anantnag. The woman, who sustained minor injuries, is being treated at the Primary Health Centre (PHC) Behibagh.
The injured have been identified as Fayaz Ahmad Malla, Abdul Hamid Chopan and Dilshada, all residents of Reshipora, Hermain.
Officials said the condition of all three injured persons is stable.
Following the incident, teams from the Wildlife Department, along with the Jammu and Kashmir Police, rushed to the area and launched an operation to tranquilise the bear and ensure public safety.
Police also issued public announcements advising residents to stay away from orchards until the area is declared safe.
However, officials said the operation was suspended due to darkness and will resume on Sunday morning. (GNS)","success(trafilatura, resolved_via_decode, 1024 chars)"
Apple harvest brings spike in bear attacks across Kashmir - greaterkashmir.com,2026-08-17,Jammu & Kashmir,,Asiatic Black Bear,aggregate_period_total,0,0,0,Bear attacks have spiked during the apple harvest across Kashmir.,0.5,aggregate_period_total,unrecognized_conflict_type:aggregate_period_total,greaterkashmir.com,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPUGN2OGFhamZHSXowa00xM3dYT3o3QVJ5TGcyaFNXcXQxWUU2c2QtSURiWGd2Ymg2SUFTZzY2WE93QndBY2F6a0NPZi1nd1hKZ081Nk5uc2hNd3JmN0Q3VXk2VVFSVERyYnhaNVlJVE5acDhHQ1Z5X1hmeXFhWEVTVXJHWHBTdXZ1RldsWUFXSjh3Y3BYcnNlcWVoemlzb2FzSlQ1czFveF_SAa4BQVVfeXFMT3FVT3lKMUFGYVhWeExhWE1BSHQyZUFrdlE5OHRhQnpwSThHRWFsSWhCS2N1X0VMOGhnc1dKYVhLSmZ0QU84YjdFeUpzLUlhWlA2T0FhVFpmaDgyR2xfQ0ZGZF9MNTVRNUhBMUVyQnRRbFREeHJ1TEhNdUJVaWlFUk52SWx6WV9PVE0xT2NMdDdVWklNMTYzcmt6akp2bVJrTWZLclBIX1RIMVJDZmxB?oc=5,,"Srinagar, Aug 17: Three people were injured in separate bear attacks in Khonmoh on Srinagar’s outskirts in the past 24 hours as the apple harvest draws bears towards orchards and nearby villages.
Ajaz Ahmad Bhat was injured in an attack at Shiv Dakri, Khonmoh, on Sunday and is undergoing treatment.
Early Monday, a 57-year-old woman was injured near her home in Shah Mohalla. Soon after, 30-year-old Muzafar Ahmad Bhat was attacked in nearby Sarhandi Colony and shifted to SMHS Hospital, Srinagar.
By evening, another bear attack was reported from Vasaknag, Kund, in south Kashmir’s Kulgam district. Mohammad YousufHajam was injured and shifted to a hospital.
The incidents come amid increased bear and leopard sightings across Kashmir.
An official said bear traps have been set up in the affected area.
“People have been advised to avoid venturing out late in the evening or early in the morning and contact the designated control room if they spot any wild animal,” he said.
Last Thursday, Ghulam Nabi Bhat, 55, a flour mill worker from Jawbehara, Awantipora, was critically injured in a bear attack.
Earlier this week, three people were grievously injured in separate wildlife attacks in Tral and Shopian.
The Wildlife Protection Department has established control rooms across its wildlife divisions in Jammu and Kashmir. It has advised people to remain cautious near forests and avoid approaching wild animals.
Experts say bear attacks increase during the apple harvest as fallen and rotting fruit attracts animals to orchards and villages.
“Bears are often drawn by fallen or rotting fruit left on the ground. Bear attacks peak during fruit harvesting,” said SuhailWagay, Wildlife Warden, Pulwama-Shopian range.
“Fallen apples and food waste must be properly cleared to prevent wild animals from being attracted to orchards,” he said.
Wagay said orchards along forest fringes are particularly vulnerable. Unharvested fruit and stray dogs also attract bears and leopards near homes, he said.
Khurshid Ahmad Shah, head of the Department of Wildlife Sciences at SKUAST-K, said habitat changes have brought wildlife closer to settlements.
“Many leopards now live and breed within urbanised populations,” Shah said. “They rely on stray dogs as prey, and apple orchards offer year-round food.”
The conversion of paddy fields and grazing lands has reduced natural buffers between forests and settlements, he said.
Shah said black bears have also adapted to human-dominated areas.
“Except for those in Dachigam National Park, most bears have made human-dominated areas their habitat,” he said.
He said studies show bears in Dachigam do not come down in search of food, highlighting the importance of secure habitats.
The loss of paddy fields, maize crops and grazing lands has further reduced buffers between forests and settlements, Shah said.
“When food and shelter are easily available near villages, animals no longer need to return to forests,” he said.
The attacks have renewed fears among villagers.
“Last year, also during the apple harvest season, we lived in constant fear of wildlife attacks, and this year is no different,” said Muhammad Shafi, an orchardist from Zainapora, Shopian.
Last autumn, dozens of people were injured, and several were killed in wildlife encounters across Kashmir.","success(trafilatura, resolved_via_decode, 3301 chars)"
65-Year-Old Man Injured in Bear Attack in Anantnag Village - Brighter Kashmir,2026-09-10,Jammu & Kashmir,Anantnag,Asiatic Black Bear,Human Injury,0,1,0,A 65-year-old man was injured in a bear attack in Anantnag village.,0.98,single_incident,,Brighter Kashmir,https://news.google.com/rss/articles/CBMijwFBVV95cUxObW4tNHFsSXlyWUpVODc0RVQ0bEtfQ25OTjVvLVVyWVkxMUN0Z1JhTWRYYzF2SGg3M2NKMmc0RnZkaUkxTlhVaURTNlBJd3hUR3d4NlEtak5aT19SNEVCV2w4Qjl4WUdiYW5CcXhCOG9xQkRncHZ6N1kwbWdaU0p6MU9wMjNSZ09WakNQYkxTbw?oc=5,,"Anantnag, September 10: A 65-year-old man was injured after being attacked by a wild bear near Chowgam village in the Shangus area of Anantnag district on Thursday.
The injured man, identified as Ghulam Hassan Magray, son of Habibullah Magray, was reportedly outside his home when the bear suddenly appeared and attacked him.
Locals rushed to the spot after hearing about the incident and evacuated Magray to Sub-District Hospital Shangus for treatment. His condition is reported to be stable.
Residents have appealed to the Wildlife Department to conduct an inspection of the area and take necessary measures to prevent further encounters between wild animals and local residents.
© Copyright 2023 brighterkashmir.com All Rights Reserved. Quantum Technologies","success(trafilatura, resolved_via_decode, 760 chars)"
40-year-old Shepherd Critically Injured in Bear Attack in Jammu Kashmir - Kashmir Life,2026-05-30,Jammu & Kashmir,,Asiatic Black Bear,Human Injury,0,1,0,A 40-year-old shepherd was critically injured in a bear attack in Jammu Kashmir.,0.98,single_incident,,Kashmir Life,https://news.google.com/rss/articles/CBMipgFBVV95cUxNZzZMb3U0c3UzZ1lnOXhjTGZfVVNNVTI4d1RHNGh5UkFiSmZNdk1ONmZCcnFsb2xFU1RKXzJZY2J6WWc5S05fSllHTDB1QW5KV2NVcTdaNGVmaXh1aWpBLUFqTURVN1U0aHJnUDlfZ3dIR0kxbVY5Z1JUYm9mQjl4NjdxWUktWldrXzM5T01TVFB3WFV6V0h6V2lxZHV0cnZodUw4X01B?oc=5,,"SRINAGAR: A 40-year-old shepherd was critically injured in a bear attack in the Gagrian area of Poonch district in Jammu and Kashmir on Saturday while he was grazing cattle, officials said.
Health officials at a local medical facility said the injured man, identified as Mahmood Ahmad, son of Mohammad Akbar, was received with multiple injuries on his foot, head and wrist.
“He was given initial treatment here and referred to District Hospital Poonch for specialised care,” a health official said.
Following the incident, residents expressed concern over increasing wildlife movement in human habitations and demanded urgent action for the capture or management of wild animals in the area.","success(trafilatura, resolved_via_decode, 691 chars)"
